0	0	0
64	60	18
40	94	16
54	24	23
32	52	20
4	48	18
44	18	19
32	80	2
-18	88	4
78	40	10
55	29	2
41	87	26
39	53	21
44	94	10
46	88	8
-13	93	20
42	96	21
56	30	4
87	47	5
50	92	15
37	83	18
7	53	2
47	23	21
41	97	20
73	65	23
-11	91	13
45	101	22
85	47	17
85	41	11
11	51	7
33	53	13
58	32	13
49	19	16
37	61	14
46	90	25
35	59	18
7	51	2
33	89	19
37	55	6
47	101	19
53	23	9
9	55	24
39	81	2
65	65	13
44	92	17
69	63	20
55	27	24
7	49	8
39	57	15
33	55	7
57	25	7
-11	91	4
71	67	22
13	49	11
65	65	10
59	33	25
45	23	24
