0	0	0
5	18	10
5	20	30
2	16	10
2	18	10
2	15	10
0	19	20
0	16	20
-2	18	20
-2	20	10
-5	16	10
-5	19	10
-15	35	20
-18	25	30
-18	35	10
-20	30	40
-20	35	40
-22	25	20
-25	25	20
-25	30	10
-10	0	10
-10	2	20
-12	2	20
-12	5	10
-15	0	10
-15	2	40
-15	5	10
-17	2	10
-17	5	20
-20	0	10
-20	5	10
-30	-15	20
-30	-10	30
-32	-10	40
-32	-5	20
-35	-15	10
-35	-5	10
-38	-10	20
-40	-10	30
-40	-5	20
-5	-20	10
-5	-18	10
-7	-18	20
-7	-15	10
-8	-20	10
-10	-20	10
-10	-18	30
-10	-15	10
-12	-20	10
-12	-15	10
-14	-18	10
-15	-20	10
-15	-15	10
4	-45	20
2	-40	40
2	-35	10
0	-45	30
0	-35	40
-2	-45	30
-2	-35	10
-5	-45	20
10	-20	10
10	-15	20
10	-10	50
8	-20	10
8	-10	10
7	-15	10
7	-10	10
5	-20	10
5	-15	10
55	-20	30
55	-15	20
13	-20	10
52	-20	10
13	-15	50
5	15	20
50	-15	10
48	-20	10
48	-15	20
47	-20	10
45	-25	10
45	-15	30
35	5	20
32	5	10
30	8	20
28	10	30
26	5	10
25	5	20
25	10	30
23	8	10
20	5	10
20	10	10
27	35	20
25	35	40
25	32	10
22	30	30
20	30	10
20	35	30
18	25	20
15	30	10
15	35	20
