0	0	0
-4	-34	24
-22	-86	22
-35	-33	23
-92	6	5
-31	-54	11
-27	-70	23
-1	-40	26
-33	-90	9
-89	-38	23
3	-54	9
-12	-64	14
-26	-50	16
-13	-18	12
7	-67	2
-72	-49	2
-52	-89	6
-42	-50	20
5	-92	26
-71	-73	12
-56	-71	15
8	-31	13
-81	-7	26
-23	-57	17
-23	-70	7
-63	-57	12
-78	-83	4
-42	-59	4
-3	-75	20
-35	-48	10
-32	-67	9
-44	-50	2
-75	1	9
-71	-42	1
-15	-74	2
-90	-88	2
-29	-9	12
-24	-86	14
-51	3	23
-44	-38	21
6	-19	13
-66	-54	13
-23	-16	23
-52	-91	3
-27	-51	6
-78	-6	23
-60	-53	11
-78	-68	2
4	-87	7
-10	6	13
-69	-7	10
-29	-23	3
-5	-73	6
-36	-17	13
-77	-29	2
-82	-47	14
-85	-62	7
-61	-81	21
-56	1	7
-42	-61	22
-43	-40	13
-53	-82	22
-16	-52	18
-9	-58	22
-59	-41	6
-92	-77	2
-40	-10	11
-40	-10	5
-46	-86	9
-89	-66	9
-46	-12	5
2	-62	12
-66	-16	2
-17	0	12
-35	-41	19
-58	-71	6
-64	-12	14
-33	-26	2
-41	-76	2
-5	-81	24
