0	0	0
6	-66	16
2	-54	2
-20	-12	7
-26	-34	11
22	-84	9
-6	-40	17
52	-4	21
54	-10	23
58	-82	10
18	-84	6
-20	-28	19
68	-66	18
54	-8	20
10	-12	13
42	-24	5
-12	2	11
62	-18	24
6	0	2
30	-10	3
-16	2	1
-24	-36	5
18	-82	20
16	-32	23
8	-50	24
-8	-10	18
56	-24	19
58	-16	2
-8	-54	17
56	-6	17
-26	-80	9
-12	-54	11
56	-76	2
14	4	6
4	-32	9
32	-24	5
2	-78	9
66	-10	2
36	4	14
38	-36	19
-12	-24	11
4	4	21
30	-84	20
58	-56	21
-6	-64	18
26	-82	48
-12	-16	1
14	-24	17
18	-76	42
-14	-68	2
36	-36	4
68	-88	24
28	-2	18
-24	-62	21
20	-86	11
34	-24	9
58	-58	18
62	-12	22
18	-46	9
38	0	23
