0	0	0
12	-22	22
2	54	8
62	-6	3
24	54	6
-22	-14	10
-2	-14	18
-28	8	8
-21	-13	13
11	59	13
-15	-13	3
63	-1	10
33	61	6
16	64	23
67	3	8
18	68	4
11	59	13
20	64	6
19	-21	5
16	68	10
17	-17	22
63	1	13
20	62	13
33	59	18
67	-5	14
-1	-11	14
18	62	26
-20	-12	23
63	-3	4
-17	-11	25
19	-21	9
65	-5	8
14	66	16
-21	9	3
14	66	1
-21	9	17
1	-13	9
-13	-9	15
7	59	2
69	1	19
7	-5	7
-1	-7	6
13	-15	22
-27	17	22
-13	-13	10
27	57	7
16	64	4
-12	-10	23
5	55	13
18	66	10
33	63	8
-21	-9	14
