0	0	0
-18	-18	18
-4	-14	26
-19	5	11
5	-5	30
15	-20	21
-7	-6	19
10	10	15
15	5	16
-14	19	29
0	26	26
15	25	37
-5	11	16
22	-5	12
22	17	31
22	-16	8
-19	-4	19
-7	4	20
-31	16	13
22	8	15
26	-26	22
4	-27	28
-14	-27	12
-29	-12	6
-33	3	27
-23	24	14
1	6	18
15	-6	17
-5	-24	29
12	-14	13
3	-14	22
-9	36	25
-18	13	28
-14	-11	27
10	0	19
15	10	10
14	-30	12
20	-25	14
7	26	24
-10	20	16
-10	10	33
-28	-23	15
-25	-26	11
-24	-21	18
-19	8	17
10	-10	21
11	2	27
10	-25	19
8	-19	20
-28	-2	5
-25	16	22
-11	-1	12
14	-2	19
15	17	22
27	1	16
-30	30	7
-34	-15	26
25	-13	14
0	20	21
30	24	24
24	-36	13
-4	-34	15
-10	-20	18
-20	-10	11
-25	-35	28
10	30	9
17	32	37
5	2	30
-2	-7	10
10	-36	8
